Data Analyst (DA)/Data Engineer (DE),https://hh.ru/vacancy/75567329,1–3 года,з/п не указана,"Полная занятость, полный день",Сбер для экспертов,"Хочешь находить инсайды действительно больших данных в Hadoop Сбербанка? Готов получить практический опыт работы с современным ИТ-ландшафтом и помочь современным математическим моделям приносить практическую пользу? Тогда эта вакансия для тебя! Тебе предстоит работать с данными на современных технологическом стеке с математическими моделями и их окружением. Совместно с Data scientist-ами и другими Data engineer-ами блока Риски, ты будешь внедрять математические модели в работающие процессы. Непременно пригодится практический опыт работы с SQL и Python, который сможешь применить в работе с Hadoop (PySpark). Тебе помогут инструменты командной работы, такие как Jira, confluence, bitbucket. Soft- скиллы непременно прокачаешь тоже. Смежных команд много, умение договариваться, искать компромиссы и находить здравый смысл применишь на практике. Офис, пожалуй в нём удобнее работать, чем даже дома. Обязанности:  Анализ и оценка поступающих бизнес-требований к внедрению моделей в промышленную эксплуатации; Расширение и адаптация кода разработанных со стороны Data Scientist математических моделей для регулярного исполнения в Пром; Аналитика данных в области применения математических моделей; Сравнительный анализ результатов исполнения математических моделей.  Требования:  Необходимы отличные навыки работы с SQL (аналитические функции, подзапросы, оптимизация запросов); Обязательно потребуются навыки работы с Python (написание, отладка и тестирование кода); Предполагается готовность работать в команде с использованием коллективных практик и стандартов работы с кодом и задачами (BitBucket, Jira, Confluence); Ожидаем трепетного отношения к аналитике данных и выводам из неё; Желателен опыт работы со стеком технологий Big Data (Hadoop, Spark, Hive/Impala), в том числе анализ логов; Опыт работы в качестве Data Engineer / Data Analyst приветствуется.  Условия:  Стабильную работу в высокопрофессиональной среде; Карьерный путь в международной организации; Возможность заметно влиять на бизнес банка; ДМС, фитнес-центр; Корпоративное обучение, курсы и тренинги; Современный офис в Москве на Кутузовском. ",[]
Data engineer\analyst (развитие источников данных Big Data),https://hh.ru/vacancy/68958646,3–6 лет,з/п не указана,"Полная занятость, полный день",Tele2,"Ваши будущие задачи  Основной миссией нашей команды является создание прототипов таблиц фичей и данных для команд Data Scientists и Data Analysts Разработка прототипов витрин с признаками, развитие и поддержание процесса формирования слоев данных на сырых источниках, необходимых для разработки продуктов аналитики больших данных Развитие методологии качества данных и признаков Формирование требований для команды разработки для внедрения функционала в продуктив, взаимодействие и консультация в процессе внедрения Поддержка кросс-функционального взаимодействия с архитектором данных для анализа новых источников, прототипов, витрин, признаков и Data Quality.  Чтобы стать кандидатом, нужно:    Отличное владение PySpark, Python, SQL (продвинутый уровень) Уверенные знания в оптимизации Spark приложений Опыт работы c Airflow Знание принципов feature engineering в машинном обучении Общее понимание цикла построения ML модели Желание разобраться в процессе оценки предиктивной способности признаков, создании методологии мониторинга признаков, которые уже рассчитываются в продуктиве Как плюс: знание статистики на уровне основных описательных статистик, распределений, статистических тестов и их применимости Как плюс: опыт в обогащении признакового пространства внешними источниками. Английский – upper intermediate – чтение профильной литературы Высшее образование (техническое, математическое, экономическое)    Плюсы для вас:  Интересная работа в быстроразвивающейся компании Уникальная система обучения для каждого сотрудника на основе индивидуальных планов развития Зеленый свет для новых идей и предложений: мы часто делаем то, на что другие не отваживаются Возможности профессионального и карьерного роста Индексируемая заработная плата, годовые бонусы Полное соответствие ТК РФ Расширенная медицинская страховка в России и за пределами страны Компенсация затрат на мобильную связь Дополнительные материальные выплаты (пособия при рождении ребенка, вступлении в брак и т.п.) Компенсация занятий спортом через год работы.   ","['Python', 'Spark', 'SQL', 'Английский язык', 'Статистический анализ']"
Senior Data Scientist,https://hh.ru/vacancy/72888902,3–6 лет,з/п не указана,"Полная занятость, удаленная работа",Группа Самолет,"Перед нашей командой стоят крайне амбициозные цели - одними из первых в мире совершить прорыв в части Big data в девелопменте.Всю нашу команду вдохновляет возможность изменить индустрию не только в России, но и во всем мире.Если ты готов решать задачи, которые до тебя никто не решал, мыслишь масштабно и обладаешь гибкостью мышления - добро пожаловать к нам в команду.Что мы точно можем обещать - крайне интересные задачи и быстрый профессиональный рост. Приглашаем на позицию – Senior Data Scientist Ваша зона ответственности:  Проведение аналитических работ в своем направлении Построение моделей ML, стат анализа Выявлять проблемы и находить узкие места с которыми сталкивается бизнес Предлагать через анализ данных способы решения  Наши пожелания:  Уверенные знания высшей математики, теории вероятностей и математической статистики Знание классических алгоритмов и структур данных Опыт внедрения ML-решений в промышленную эксплуатацию Желание решать аналитические задачи для получения практически полезных выводов Желание глубоко погружаться в предметную область и разбираться с особенностями работы Умение объяснять и обосновывать выбранный способ решения задачи Знания и навыки практического применения методов статистического анализа данных Высшее образование, желательно математическое / ИТ / физика / статистика Знания SQL, Python (уровень не ниже middle) и библиотек для ML (Scikit-learn, Pandas и т.д) Работа со стеком hadoop/spark будет преимуществом  Мы предлагаем:  Полная удаленка (при желании можно работать из офиса БЦ Кунцево Плаза, м. Молодежная (кстати, наш офис получил премию «Трансформация года» в 2021г.) Расширенный пакет ДМС и страхование от несчастных случаев с первого месяца работы, льготное ДМС для близких родственников, страхование имущества и пр. Компенсация мобильной связи (корпоративная сим-карта) для тех, кому нужно всегда быть на связи Рост и развитие в компании: регулярная обратная связь каждому сотруднику, обучающие мероприятия и широкий доступ к материалам, в том числе ведущих образовательных платформ Скидки для сотрудников на недвижимость группы “Самолет”, индивидуальные условия по рассрочке ","['Python', 'SQL', 'Математическая статистика', 'Big Data', 'Hadoop']"
Эконометрист/Data scientist (Junior/Middle) в консалтинг,https://hh.ru/vacancy/75546364,1–3 года,от 40000 руб. на руки,"Полная занятость, полный день",ООО БСТ Менеджмент-Консалтинг,"Консалтинговая компания с 20-летним опытом работы на рынке РФ,цифровое направление - BST Digital. Вакансия на проекты с крупнейшими банками и ритейлерами, а также для развития новых ML-продуктов. Идеальный кандидат - тот, кто знает эконометрику/мат.статистику, любит усидчиво моделировать и изучать данные, генерировать гипотезы и придумывать фичи, программирует на Python, умеет просто объяснять сложные модели и мат.методы, также хорошо знает машинное обучение или недавно начал его изучать и уже имеет учебный или рабочий опыт.  Рассматриваются кандидаты как с опытом работы (банки/ритейл/консалтинг/стартапы), так и сразу после вуза.   Обязанности:  Построение моделей эластичности спроса на банковские продукты и моделей прогнозирования в ритейле в т.ч. с учётом гео-аналитических данных Построение прогнозных моделей финансовой сферы оценки кредитных рисков: EaR, PD и др. Написание тестов для мониторинга качества моделей Подбор статистических методов и влияющих факторов Анализ метрик качества модели, чувствительности к факторам, устойчивости результатов Активное обсуждение результатов с клиентом и внутри команды Участие в сборе и обработке данных    Требования  Экономическое или техническое образование(предпочтительно: ВШЭ, РЭШ, МГУ, МФТИ и др. технические вузы, но главное - желание) Знания эконометрики, математической статистики, математических методов в экономике Знание макроэкономики, банковского дела, основ денежно-кредитной политики Опыт построения эконометрических моделей, сценарного моделирования Умение быстро работать с большими объемами информации Умение программировать на Python Большим плюсом будет знание методов машинного обучения, стат.пакетов    Будет здорово, если вы:  Можете быстро погрузиться в суть проекта и овладеть инструментами моделирования Умеете легко находить общий язык с коллегами и клиентами Системно и критически мыслите Внимательно относитесь к деталям    Условия:  Возможность удаленной работы Конкурентный уровень заработной платы Супер-интересные задачи и топовые клиенты для резюме Возможности для быстрого профессионального развития Возможность получения уникального опыта Работа в молодой и дружной команде с опытными наставниками График работы 5/2 Комфортный офис в самом центре Москвы (Маяковская) Соблюдение ТК РФ ",[]
"Data scientist (junior/middle), команда разработки портфельных моделей",https://hh.ru/vacancy/73577736,1–3 года,з/п не указана,"Полная занятость, полный день","ПАО ВТБ, Технологический блок","В команду, которая занимается разработкой портфельных моделей, ищем коллегу уровня junior или middle, с опытом работы в банке. Периметр клиентов для разработки моделей: малый и средний бизнес, КИБ, Банки, Суверены, Субъекты, Проектное финансирование, Девелопмент; Обязанности:  участие в разработке симуляционных моделей, построение и сценарный анализ матриц миграции корпоративных клиентов, оценка стрессовых параметров кредитного риска (PD, LGD, EAD); участие в разработке и внедрении моделей прямого и обратного стресс-теста кредитного риска, оценка сценариев, выполнение стресс-тестов и анализ результатов; построение моделей оценки экономического капитала под различные виды рисков; участие в разработке требований к ИТ реализации портфельных моделей.  Требования:  высшее образование (математическое / физико-математическое); опыт от двух лет в стресс-тестировании / стохастическом моделировании / в эконометрическом моделировании; фундаментальные знания в области финансовой математики и стохастического анализа, теории вероятностей, математической статистики, алгоритмов машинного обучения и их реализации в среде Python или R; владение одним из языков/инструментов анализа данных (предпочтителен Python) и структурированных запросов для работы с данными (T-SQL, Impala, Hive, Spark SQL); опыт работы в области разработки моделей в Банке или консалтинговой компании; сертификаты CFA, FRM, PRM будут плюсом.  Условия:  трудоустройство согласно Законодательству; конкурентная заработная плата; профессиональное обучение и развитие; добровольное медицинское страхование, льготные условия кредитования; корпоративная пенсионная программа, материальная помощь; спортивная жизнь и корпоративные мероприятия; возможность построить карьеру в ведущем банке России. ","['Python', 'SQL', 'Английский язык']"
"Data Scientist, Поиск и Каталог",https://hh.ru/vacancy/67411146,3–6 лет,з/п не указана,"Полная занятость, гибкий график",Ozon Информационные технологии,"Наша команда занимается разработкой сервисов для поиска на сайте Ozon: находим и ранжируем товары, формируем поисковые подсказки, исправляем опечатки. Наш стек: Python, xgboost, CatBoost, lightGBM, Pytorch, Airflow, Hadoop stack (pySpark, yarn, hive, hdfs), ClickHouse. Вам предстоит:   Создание и улучшение алгоритмов ранжирования товаров на сайте (learning to rank);   ML-задачи от идеи до реализации в production: изучение статей, поиск и обработка данных, обучение и валидация моделей, автоматизация расчётов;   Персонализация результатов поиска для пользователей;   Автоматическое понимание и обогащение текстовых запросов пользователей;   Работа с действительно большими данными поисковых логов на hadoop-инфраструктуре (~3.5 млрд пользовательских событий в день);   Развитие инфраструктуры и архитектуры поискового ранжирования: масштабирование системы добавления фичей, автоматизация сбора датасетов и переобучения.   Мы ожидаем:   Хорошее знание Python; Опыт решения production DS-задач в интернет-бизнесе (желателен опыт с задачами ранжирования или рекомендаций); Наличие фундаментальной математической базы, знание алгоритмов; Опыт работы с большей частью нашего стека технологий.  Мы предлагаем:  В первую очередь интересные задачи. Примеры проблем, с которыми борется наша команда: ""холодный старт"" товаров и запросов (как понять, куда поставить товар в выдаче, когда у нас нет по нему статистики); позиционный и другие bias в ранжировании (товары, которые стоят выше, видят чаще, поэтому у них больше ""хорошей"" статистики); релевантность vs заказы: (зачастую люди покупают мелочевку и аксессуары, но хотят видеть в топе основные и дорогие товары); предсказание категории, типа товара и других сущностей по тексту запроса; Динамичный и быстроразвивающийся бизнес, ресурсы, возможность сделать вместе лучший продукт на рынке e-commerce; Свободу действий в принятии решений; Достойный уровень заработной платы; Профессиональную команду, которой мы гордимся; Возможность развиваться вместе с нашим бизнесом. ","['Python', 'data science', 'Разработка поисковых технологий']"
Middle Data Scientist,https://hh.ru/vacancy/76110048,3–6 лет,з/п не указана,"Полная занятость, полный день",ЗАО Группа компаний С7,"S7 TechLab – IT компания, реализующая инновационные IT продукты для подразделений группы компаний S7. NLP чат-боты для поддержки пользователей, компьютерное зрение для бортов самолетов, прогнозирование загрузки самолета – это лишь некоторые примеры типовых задач, которые реализуются силами команды S7 TechLab и помогают авиакомпании занимать лидирующее место на рынке авиаперевозок России. Главная цель команды Conversational Platform - быстро помочь клиенту S7 Airlines в любой ситуации. Мы есть в большинстве каналов связи: чат в мобильном и веб приложениях S7 Airlines, колл-центр, телеграмм, почта и тд. Сейчас мы ищем DS c опытом в NLP для работы над развитием нашей диалоговой платформы. Основные задачи:    Классификация интентов и сентимент-анализ: обучение моделей, тестирование и мониторинг в проде;   NER и slot-filling: улучшение существующих алгоритмов и создание новых;   Генерация текстов: обучение seq2seq-моделей и моделей ранжирования для сгенеренных ответов;   Анализ качества размеченных данных, создание заданий на разметку;   Мы ожидаем, что вы:   Имеете опыт работы в DS от 3x лет;   Хорошо владеете Python;   Владеете SQL: мы используем ClickHouse для просмотра разных статистик;   Имеете уверенные знания в классическом машинном обучении и в глубоком обучении, метриках оценки качества моделей;   Имеете знания и опыт работы в NLP;   Знакомы c PyTorch и HuggingFace;   Готовы самостоятельно принимать решения и структурировать свою работу;   Будет плюсом:    Знакомство с DVC, MLflow и Docker;   Опыт работы с чат-ботами;   У нас появились задачи, связанные с CV и Audio, поэтому будет супер, если у вас был какой-то опыт (или вы просто хотели бы разобраться) в следующих задачах:   Классификация изображений;   OCR;   Сентимент-анализ для аудио-записи.     Что мы предлагаем:  Приветственный мерч новичкам; ДМС; Корпоративную жизнь, насыщенную разнообразными коллективными событиями; Подарки для детей к первому классу и на Новый год; Профессиональное развитие: проходить обучение в компаниях-партнерах, участие и выступление в конференциях. И да! У нас есть партнёр, который готовит к выступлениям (поможет определиться с тематикой, посылом, составить доклад и подготовит к выступлению); Самостоятельность и широкий диапазон влияния на продукт. Возможность существенно улучшать и изменять, предлагать идеи — всё это можно и нужно. Работа в многопрофильной продуктовой команде, состоящей из ds, product owner, бизнес-аналитиков, разработчиков, qa automation инженера, тестировщика и дизайнера. Онлайн трансляции в режиме вопрос-ответ с приглашенными интересными гостями, например Алексей Водовозов, главы ИТ-подразделений Nvidia, Dodo pizza, ученые. У нас в компании Agile практика. Если интересно данное направление вместе с нашим экспертом готовы помочь нарастить эти скиллы; Возможность путешествовать по специальным корпоративным тарифам для вас и вашей семьи. Например, туда-обратно: Сочи - 3 200 рублей. Корпоративные скидки в PrimeZone: скидки в рестораны, на обучающие курсы, товары и тд.; Команда распределенная, удаленка на территории РФ, либо у нас есть 3 уютных офиса: г. Москва Петровка 7, г. Краснодар или г. Иннополис :) ИТ аккредитованная компания; Полное соблюдение Законодательства Российской Федерации. ","['Python', 'SQL', 'Английский язык', 'MS SQL', 'Анализ данных', 'NLP']"
Senior Product Analyst (Офис),https://hh.ru/vacancy/73582718,3–6 лет,от 250000 до 400000 руб. на руки,"Полная занятость, полный день",ООО НЬЮЭРАМЕДИА,"В компании «Black Wall Group» открыта вакансия Data scientists/Data engineer. «Black Wall Group» — холдинг, основное направление которого, IT-продукты, способствующие успешному функционированию бизнеса. На рынке мы находимся уже более 6 лет, продолжаем активно расти и развиваться: с 2017 года мы наращиваем темпы и расширяем географию бизнеса. Несмотря на ситуацию в стране, в 2021 году компания выросла в 4 раза и открыла офисы в новых городах России и за рубежом. Главный офис занимает весь 3 этаж Башни Федерации. Мы сотрудничаем с такими компаниями, как: Газпром, Сбер, ВТБ, SOK. Более подробно о наших проектах:  Собственная ERP-система, обрабатывающая 100 тысяч запросов в секунду; Собственный написанный шлюз для обработки онлайн-банкинга и многое другое.  Что будет входить в твои обязанности:  Изучать данные о поведении клиентов и решать задачи,связанные с пользовательской сегментацией, индивидуальным ценообразованием, поиском точек роста бизнеса; Формулировать и проверять гипотезы, повышающие качество клиентского опыта и улучшающие ключевые метрики (ARPC, conversion rate, retention и т.д.), а также оценивать бизнес-эффект от вносимых изменений; Проектировать, сопровождать и оптимизировать систему аналитики для различных типов продуктов, используя ресурсы и данные Postgre, GA, ClickHouse и др; Участвовать в аналитических исследованиях, необходимых для запуска и внедрения большого количества новых технологических проектов.  Чего мы ожидаем от идеального кандидата:  Опыт работы в области анализа данных (воронки, когортный анализ, регрессия, AB-тесты); Уверенное владение SQL, умение писать сложные запросы к базам данных; Опыт программирования на Python (библиотеки Pandas, Numpy) или другом языке; Опыт применения статистических методов проверки гипотез, построения оценок и прогнозов; Умение и желание решать нетривиальные задачи в условиях неполных данных.  Плюсом будет:  Опыт работы с системами визуализации данных вроде Tableau, PowerBI; Опыт работы с метриками монетизации продуктов; Навыки и желание развиваться в области разработки алгоритмов машинного обучения для решения актуальных бизнес-задач.    Условия:  График 5/2 в офисе Москва Сити, Башня Федерации 3 этаж; Команду увлеченных людей, которые хорошо знают свое дело, не боятся экспериментировать с нестандартными решениями и болеют за продукт; Возможность влиять на процессы внутри компании; Перспективы быстрого карьерного роста ","['Python', 'SQL', 'Tableau', 'Big Data', 'Анализ данных', 'PowerBI', 'ClickHouse', 'Linux', 'ERP Systems']"
Data Scientist,https://hh.ru/vacancy/70243733,3–6 лет,з/п не указана,"Полная занятость, полный день",Lamoda,"О команде и продукте В дирекции Data & Analytics в отделе Data Science открыты позиции в 2 направлениях: 1) Команда прайсинга: разрабатываем систему динамического ценообразования: строим модели прогнозирования продаж и решаем сложные оптимизационные задачи по подбору оптимального набора цен. 2) Команда поиска, навигации: улучшаем качество поисковой выдачи за счет доработки поисковых алгоритмов (NER, исправление опечаток), обогащаем текстовые описания товаров, улучшаем инструменты навигации. Используемый стэк технологий: Big data (Hadoop, PySpark, Hive), Python, Catboost, Airflow, Docker, SQL, PyTorch. Почему у нас классно:  Хорошо выстроенные процессы: квартальное планирование по методологии OKR, двухнедельные спринты, регулярные стендапы и проектные встречи для синхронизации. Сильная команда middle и senior специалистов, развитое DS-сообщество, где есть возможность обмениваться знаниями на внутренних митапах У нас представлен полный жизненный цикл разработки data-driven продуктов с применением ML — от идеи и генерации гипотез до запуска АБ тестов. В части разработки онлайн-сервисов и деплоя моделей нам помогает команда инженеров.  Чем вам предстоит заниматься:   Искать инсайты в данных и определять точки роста продукта;   Разрабатывать и проверять продуктовые гипотезы;   Работать в тесном сотрудничестве с разработчиками для вывода моделей в продакшн.   Мы ожидаем:   Опыт в области анализа данных и машинного обучения (от 2 лет);   Опыт работы с SQL, Hadoop, Hive, Spark;   Владение Python, Linux, методами работы с большими данными;   Опыт работы как минимум с 2 ML библиотеками: Scikit-learn, Vowpal Wabbit, XGBoost, Cat Boost, TensorFlow, Spark ML;   Знания теории вероятностей и математической статистики;   Знания в области машинного обучения, прогнозного моделирования и методов статистического анализа;   Знание алгоритмов и структур данных;   Высшее образование в области прикладной математики, информационных технологий, информатики и т.п;   Английский язык на уровне технического чтения и профессионального общения.   Будет плюсом:   Deep learning для компьютерного зрения или NLP.   Как мы работаем:   Пишем на Python 3.6+ и PySpark 3.0;   Для ресерча доступны два сервера (80 cores, 650Gb RAM), на которых развернут JupyrerHub и есть доступ к Hadoop-кластеру;   Код с логикой ML-пайплайнов упаковываем в Docker и выкатываем, используя CI/CD-инструменты с запуском code style проверок и тестов;   Используем Airflow для управления ML-пайплайнами и запуском их по расписанию;   В командах есть культура code review как для изменений по части продакшен-пайплайнов, так и для ресерч-задач;   Регулярно проводим командные брейнштормы с целью генерации новых идей по развитию наших data-driven продуктов;   В компании внедрена культура принятия решений на основании данных и все изменения тестируем через АБ-эксперименты.   Мы предлагаем:  Официальное оформление, белую заработную плату; Гибкий график работы, есть возможность удобно планировать рабочее и личное время, а также работать удаленно; Расширенную ДМС программу со стоматологией; Скидки на весь каталог сайта Lamoda; Обмен знаниями внутри компании - мы организуем внутренние митапы и являемся площадкой для различных сообществ; Возможность посещать конференции в качестве слушателей и докладчиков (для желающих профессионально подготовиться к выступлениям с докладами или презентациями у нас есть Speakers Club); Вовлеченный в процессы менеджмент: наше руководство понимает и учитывает все особенности IT-разработки и готово услышать ваши крутые идеи; Релокационный пакет для кандидатов из других регионов; Уютный офис в Москве (МЦК Хорошёво/м. Полежаевская) с настольным теннисом, кикером, тренажерным залом и йогой. ",[]
Аналитик данных / Data Scientist (Middle),https://hh.ru/vacancy/73052704,1–3 года,от 140000 до 200000 руб. на руки,"Полная занятость, полный день",Дром,"Drom — это автомобильный интернет-портал федерального уровня. Ежедневно сайт посещает более 3 миллионов пользователей. Нам 20 лет, и мы продолжаем активно расти. В связи с расширением штата ищем аналитика данных / Data Scientist. Задача в целом одна — это проведение исследований.Она включает в себя несколько этапов:- постановка задач для организации сбора данных;- сбор и обработка информации;- подтверждение статистической значимости результатов исследований;- документирование исследований. Что нужно для этой работы:- высшее образование (прикладная математика, статистика, прикладная информатика в экономике, бизнес-информатика);- знание математической статистики;- знание SQL;- базовые знания любого языка программирования;- знание Excel. Будет плюсом:- опыт работы аналитиком интернет-проектов и веб-приложений;- знания Python или R;- знание Google Analytics;- опыт ответственной работы (от наших результатов зависит, что увидят на сайте миллионы пользователей);- умение понятно излагать сложные мысли. Кто мы?Мы работаем над интересными и уникальными проектами. Используем Scrum и Kanban. Постоянно учимся новому, обмениваемся опытом, помогаем друг другу в реализации задач.Мы работаем в новом комфортном 4-х этажном офисе на ул. Лебедева: отдельное здание, закрытый мир только для своих в центре города, большая уютная кухня, на которой всегда есть фрукты, кофе и полный холодильник перекусов; гитары, турники, кресло-мешки и многое другое. Мы носим кроксы, шорты и прочий нерегламентированный ""дресс-код"". Мы ездим на конференции, смотрим в офисе вебинары на большом мониторе, покупаем всю нужную литературу. Тебя ждет:- оформление с первого дня работы, гибкий график и плавающее начало дня (с 8 до 10 утра);- уровень дохода, достойный твоей квалификации, определится по результатам собеседования и будет периодически расти. Напиши нам о себе. Будем рады пообщаться!","['SQL', 'Python', 'MS SQL', 'Анализ данных']"
Data Scientist (Направление геология и разработка месторождений),https://hh.ru/vacancy/76090068,1–3 года,з/п не указана,"Полная занятость, полный день",Газпром нефть,"Мы – команда «Газпромнефть – Цифровые решения», часть ИТ-функции «Газпром нефти». Команда, которая научила нейросети находить нефть, запустила первую в мире цифровую систему управления арктической логистикой и первой в мире заправила самолет по блокчейн. Мы переводим в «цифру» каждый этап работы современного нефтяника: от геологической разведки и бурения скважин до процесса переработки нефти и момента, когда она в виде топлива попадает в баки автомобиля, самолета или, например, становится битумом для строительства дорог. Активы «Газпром нефти» – это сотни петабайт данных, которые генерируют объекты компании в России и за рубежом. Нас вдохновляет идея развития цифрового будущего нефтегазовой отрасли и промышленности в целом. Мы стремимся к большему, и нам нужен аналитик данных по направлению геология и разработка месторождений Чем предстоит заниматься:  Участием в разработке наукоёмких решений на основе машинного обучения, теории оптимизации, вероятностного моделирования и пр. в применении к геологическому и гидродинамическому моделированию нефтегазовых месторождений. Проектированием архитектуры решений; Решением ML-задач от идеи до production: изучать материалы, искать и обрабатывать данные, обучать и валидировать модели, автоматизировать расчёты Формированием математической постановки задачи на основе бизнес-требований заказчика Упаковкой в сервисы и контейнеризацией разработанных моделей Поддержкой и развитием разработанных и внедряемых решений Проведением анализа соответствия между метриками качества модели и целевыми технико-экономическими показателями проекта Экспертизой проектов, разрабатываемых сторонними исполнителями Формированием технической документации по разработанному алгоритму (описание работы с данными, перечень признаков, источники данных и т. д.) Визуализацией и представлением результатов в виде отчетных/презентационных материалов  Требования:  Нефтегазовые компетенции:  Опыт работы в нефтегазовой отрасли от 2-х лет по направлениям: геологическое/гидродинамическое/интегрированное моделирование. Понимание математических основ теории фильтрации флюидов, принципов построения геологических моделей.   Мат. компетенции:  Знание основ теории вероятности, математической статистики, линейной алгебры.   ML компетенции:  ML стек: Numpy, Pandas, ScikitLearn, Seaborn, Matplotlib, и.т.п. Опыт работы с: XGboost, LightGBM, Random Forest, линейными моделями, основными архитектурами нейронных сетей. Понимание механизмов их работы. Понимание смысла гиперпараметров алгоритмов Уверенное понимание метрик качества Опыт написание production кода на python Базовые знание ООП Знание основ SQL Умение работать с DS кодом не только в ноутбуке, но и в среде разработки, например PyCharm Опыт работы с docker/docker-compose и git    Мы предлагаем:  Достойную твоего профессионального уровня заработную плату (уровень вознаграждения обсуждается индивидуально по результатам интервью) Годовую премию по результатам деятельности, дополнительную материальную мотивацию (премии от руководителя) Качественная программа ДМС со стоматологией с первого месяца работы; услуги телемедицины, консультации психолога, страхование жизни и здоровья в том числе за границей, льготные условия страхования для близких и возможность расширить перечень клиник по опции Flexible benefits Трудоустройство в аккредитованную ИТ компанию Компенсация стоимости спортивных абонементов: компания компенсирует до 60% стоимости занятий любыми видами спорта Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета Подписка на лучшие электронные библиотеки с подборками IT-литературы (и не только) Собственный центр профессионального развития, в котором проводятся комплексные программы обучения hard skills Внутренние демодни, коуч-дни, питчи – то, что поможет продвигать и совершенствовать проекты и собственные идеи Корпоративные скидки для изучения английского языка в малых группах онлайн и офлайн Регулярные карьерные марафоны, индивидуальные карьерные консультации и планы развития Общение вне рабочих рамок – независимо от того, в каком городе ты работаешь! От участия в корпоративных спортивных сообществах до онлайн-экскурсий и неформальных встреч в формате Random coffee.  В «Газпром нефть» ты можешь:  Получить уникальный профессиональный опыт Создавать смелые проекты с нуля и наблюдать за их влиянием на целую отрасль Быть вместе с теми, кого вдохновляют сверхсложные задачи Сочетать несколько ролей, быть частью нескольких команд или участвовать в кросс-функциональных командах Использовать возможности компании-лидера для своей самореализации и убедиться, что любой профессиональный опыт важен Быть среди тех, кто создает первую в России цифровую платформу для управления промышленной компанией нового поколения Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета Подписка на лучшие электронные библиотеки с подборками IT-литературы (и не только) Собственный центр профессионального развития, в котором проводятся комплексные программы обучения hard skills Внутренние демодни, коуч-дни, питчи – то, что поможет продвигать и совершенствовать проекты и собственные идеи Корпоративные скидки для изучения английского языка в малых группах онлайн и офлайн Регулярные карьерные марафоны, индивидуальные карьерные консультации и планы развития ",[]
